customer_id,age,gender,education,income,purchase_amount,purchase_date,product_category,rating,discount_percent,shipping_cost,total_cost,discount_amount,final_price,price_per_rating,income_purchase_ratio,age_squared,spending_power_index,education_encoded,gender_Female,gender_Male,gender_Other,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Food,product_category_Home,age_group,income_bracket,purchase_category,rating_category,discount_tier,price_quartile,spending_ratio_bin,purchase_date_year,purchase_date_month,purchase_date_month_name,purchase_date_day,purchase_date_day_of_week,purchase_date_day_name,purchase_date_quarter,purchase_date_week_of_year,purchase_date_is_weekend,purchase_date_is_month_start,purchase_date_is_month_end,purchase_date_days_since_epoch,purchase_date_season,purchase_date_days_from_today,purchase_date_is_recent,income_anomaly_zscore,income_anomaly_iqr,income_is_anomaly,purchase_amount_anomaly_zscore,purchase_amount_anomaly_iqr,purchase_amount_is_anomaly,final_price_anomaly_zscore,final_price_anomaly_iqr,final_price_is_anomaly,age_anomaly_zscore,age_anomaly_iqr,age_is_anomaly,rating_anomaly_zscore,rating_anomaly_iqr,rating_is_anomaly,discount_percent_anomaly_zscore,discount_percent_anomaly_iqr,discount_percent_is_anomaly,shipping_cost_anomaly_zscore,shipping_cost_anomaly_iqr,shipping_cost_is_anomaly,total_cost_anomaly_zscore,total_cost_anomaly_iqr,total_cost_is_anomaly,discount_amount_anomaly_zscore,discount_amount_anomaly_iqr,discount_amount_is_anomaly,price_per_rating_anomaly_zscore,price_per_rating_anomaly_iqr,price_per_rating_is_anomaly,anomaly_score,has_any_anomaly
487,20,Female,PhD,128777,2169.32,2025-07-26 15:09:28.486319,Electronics,4.5,28.08,49.58,2218.9,609.15,1609.75,357.72,1.68,400,6.44,3,True,False,False,False,False,True,False,False,18-25,High,Very High,Excellent,Medium Discount,Q2,"(-0.0139, 4.784]",2025,7,July,26,5,Saturday,3,30,1,0,0,20295,Summer,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,35,Other,Bachelor,39033,2293.92,2025-11-15 15:09:28.486322,Home,1.3,8.54,38.52,2332.44,195.9,2136.54,1643.49,5.88,1225,1.12,1,False,False,True,False,False,False,False,True,26-35,Lower-Middle,Very High,Poor,No Discount,Q3,"(4.784, 9.558]",2025,11,November,15,5,Saturday,4,46,1,0,0,20407,Fall,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,42,Female,PhD,143193,1052.32,2025-07-11 15:09:28.486325,Clothing,3.2,9.88,10.53,1062.85,103.97,958.88,299.65,0.73,1764,3.41,3,True,False,False,False,True,False,False,False,36-50,High,High,Good,No Discount,Q1,"(-0.0139, 4.784]",2025,7,July,11,4,Friday,3,28,0,0,0,20280,Summer,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,59,Other,PhD,30805,1849.85,2025-05-18 15:09:28.486327,Food,4.7,15.94,25.07,1874.9199999999998,294.87,1580.05,336.18,6.01,3481,0.52,3,False,False,True,False,False,False,True,False,51-65,Lower-Middle,High,Excellent,Low Discount,Q2,"(4.784, 9.558]",2025,5,May,18,6,Sunday,2,20,1,0,0,20226,Spring,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,48,Male,High School,55851,1855.37,2025-07-02 15:09:28.486330,Books,2.6,29.67,11.68,1867.05,550.49,1316.56,506.37,3.32,2304,1.16,0,False,True,False,True,False,False,False,False,36-50,Middle,High,Fair,Medium Discount,Q2,"(-0.0139, 4.784]",2025,7,July,2,2,Wednesday,3,27,0,0,0,20271,Summer,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,71,Other,Master,46832,271.25,2025-04-15 15:09:28.486333,Electronics,4.3,10.51,20.48,291.73,28.51,263.22,61.21,0.58,5041,0.66,2,False,False,True,False,False,True,False,False,65+,Lower-Middle,Low,Excellent,Low Discount,Q1,"(-0.0139, 4.784]",2025,4,April,15,1,Tuesday,2,16,0,0,0,20193,Spring,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,75,Other,High School,83437,3840.16,2025-10-22 15:09:28.486336,Electronics,1.5,5.82,39.0,3879.16,223.5,3655.66,2437.11,4.6,5625,1.11,0,False,False,True,False,False,True,False,False,65+,Upper-Middle,Very High,Poor,No Discount,Q4,"(-0.0139, 4.784]",2025,10,October,22,2,Wednesday,4,43,0,0,0,20383,Fall,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,20,Other,Master,135725,2088.36,2025-05-26 15:09:28.486339,Books,4.7,48.51,38.56,2126.92,1013.06,1113.86,236.99,1.54,400,6.79,2,False,False,True,True,False,False,False,False,18-25,High,Very High,Excellent,High Discount,Q2,"(-0.0139, 4.784]",2025,5,May,26,0,Monday,2,22,0,0,0,20234,Spring,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,57,Other,High School,33944,4112.68,2025-05-21 15:09:28.486342,Home,4.0,1.1,11.41,4124.09,45.24,4078.85,1019.71,12.12,3249,0.6,0,False,False,True,False,False,False,False,True,51-65,Lower-Middle,Very High,Good,No Discount,Q4,"(9.558, 14.332]",2025,5,May,21,2,Wednesday,2,21,0,0,0,20229,Spring,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,63,Female,PhD,39873,4253.24,2025-12-16 15:09:28.486345,Books,4.8,40.13,46.11,4299.349999999999,1706.83,2592.52,540.11,10.67,3969,0.63,3,True,False,False,True,False,False,False,False,51-65,Lower-Middle,Very High,Excellent,High Discount,Q3,"(9.558, 14.332]",2025,12,December,16,1,Tuesday,4,51,0,0,0,20438,Winter,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,41,Male,High School,60372,1067.85,2025-04-26 15:09:28.486348,Clothing,3.7,39.4,29.63,1097.48,420.73,676.75,182.91,1.77,1681,1.47,0,False,True,False,False,True,False,False,False,36-50,Middle,High,Good,Medium Discount,Q1,"(-0.0139, 4.784]",2025,4,April,26,5,Saturday,2,17,1,0,0,20204,Spring,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,67,Other,High School,109464,3290.19,2025-03-05 15:09:28.486350,Books,2.5,14.86,19.0,3309.19,488.92,2820.27,1128.11,3.01,4489,1.63,0,False,False,True,True,False,False,False,False,65+,High,Very High,Fair,Low Discount,Q3,"(-0.0139, 4.784]",2025,3,March,5,2,Wednesday,1,10,0,0,0,20152,Spring,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,49,Female,High School,35379,2366.69,2026-02-07 15:09:28.486353,Electronics,4.8,6.78,25.1,2391.79,160.46,2231.33,464.86,6.69,2401,0.72,0,True,False,False,False,False,True,False,False,36-50,Lower-Middle,Very High,Excellent,No Discount,Q3,"(4.784, 9.558]",2026,2,February,7,5,Saturday,1,6,1,0,0,20491,Winter,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,64,Male,PhD,137322,4401.98,2025-11-12 15:09:28.486356,Books,2.1,7.28,30.25,4432.23,320.46,4111.77,1957.99,3.21,4096,2.15,3,False,True,False,True,False,False,False,False,51-65,High,Very High,Fair,No Discount,Q4,"(-0.0139, 4.784]",2025,11,November,12,2,Wednesday,4,46,0,0,0,20404,Fall,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,39,Male,PhD,56751,1086.55,2025-12-09 15:09:28.486359,Food,2.3,34.87,27.99,1114.54,378.88,735.66,319.85,1.91,1521,1.46,3,False,True,False,False,False,False,True,False,36-50,Middle,High,Fair,Medium Discount,Q1,"(-0.0139, 4.784]",2025,12,December,9,1,Tuesday,4,50,0,0,0,20431,Winter,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,40,Male,PhD,120082,3392.29,2025-02-19 15:09:28.486362,Clothing,3.8,32.14,24.32,3416.61,1090.28,2326.33,612.19,2.82,1600,3.0,3,False,True,False,False,True,False,False,False,36-50,High,Very High,Good,Medium Discount,Q3,"(-0.0139, 4.784]",2025,2,February,19,2,Wednesday,1,8,0,0,0,20138,Winter,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,19,Male,PhD,109822,3042.68,2025-12-22 15:09:28.486365,Books,4.1,39.14,25.25,3067.93,1190.9,1877.03,457.81,2.77,361,5.78,3,False,True,False,True,False,False,False,False,18-25,High,Very High,Excellent,Medium Discount,Q2,"(-0.0139, 4.784]",2025,12,December,22,0,Monday,4,52,0,0,0,20444,Winter,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,44,Other,Master,25110,1483.55,2025-05-04 15:09:28.486368,Electronics,4.7,46.87,8.82,1492.37,695.34,797.03,169.58,5.91,1936,0.57,2,False,False,True,False,False,True,False,False,36-50,Low,High,Excellent,High Discount,Q1,"(4.784, 9.558]",2025,5,May,4,6,Sunday,2,18,1,0,0,20212,Spring,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,59,Other,Master,74341,691.64,2025-06-12 15:09:28.486371,Clothing,1.8,34.6,40.64,732.28,239.31,492.97,273.87,0.93,3481,1.26,2,False,False,True,False,True,False,False,False,51-65,Middle,Medium,Poor,Medium Discount,Q1,"(-0.0139, 4.784]",2025,6,June,12,3,Thursday,2,24,0,0,0,20251,Summer,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,19,Female,Bachelor,32087,3261.68,2025-05-18 15:09:28.486373,Electronics,4.2,7.79,27.09,3288.77,254.08,3034.69,722.55,10.17,361,1.69,1,True,False,False,False,False,True,False,False,18-25,Lower-Middle,Very High,Excellent,No Discount,Q4,"(9.558, 14.332]",2025,5,May,18,6,Sunday,2,20,1,0,0,20226,Spring,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,43,Female,PhD,43762,3695.6,2025-12-30 15:09:28.486376,Home,4.0,12.17,6.55,3702.15,449.75,3252.4,813.1,8.44,1849,1.02,3,True,False,False,False,False,False,False,True,36-50,Lower-Middle,Very High,Good,Low Discount,Q4,"(4.784, 9.558]",2025,12,December,30,1,Tuesday,4,1,0,0,0,20452,Winter,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,34,Female,Master,135812,1584.98,2025-02-25 15:09:28.486379,Food,1.3,42.11,38.31,1623.29,667.44,955.85,735.27,1.17,1156,3.99,2,True,False,False,False,False,False,True,False,26-35,High,High,Poor,High Discount,Q1,"(-0.0139, 4.784]",2025,2,February,25,1,Tuesday,1,9,0,0,0,20144,Winter,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,57,Male,High School,102617,3227.71,2025-07-17 15:09:28.486382,Home,2.5,10.47,46.62,3274.33,337.94,2936.39,1174.56,3.15,3249,1.8,0,False,True,False,False,False,False,False,True,51-65,High,Very High,Fair,Low Discount,Q3,"(-0.0139, 4.784]",2025,7,July,17,3,Thursday,3,29,0,0,0,20286,Summer,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,50,Male,PhD,120483,1981.7,2025-12-28 15:09:28.486385,Food,2.1,3.63,47.37,2029.07,71.94,1957.13,931.97,1.64,2500,2.41,3,False,True,False,False,False,False,True,False,36-50,High,High,Fair,No Discount,Q2,"(-0.0139, 4.784]",2025,12,December,28,6,Sunday,4,52,1,0,0,20450,Winter,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,26,Other,Bachelor,29596,3568.9,2025-05-23 15:09:28.486388,Books,2.2,35.16,18.45,3587.35,1254.83,2332.52,1060.24,12.06,676,1.14,1,False,False,True,True,False,False,False,False,26-35,Low,Very High,Fair,Medium Discount,Q3,"(9.558, 14.332]",2025,5,May,23,4,Friday,2,21,0,0,0,20231,Spring,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,60,Male,Bachelor,123555,1004.08,2025-11-26 15:09:28.486391,Clothing,4.9,20.13,6.78,1010.86,202.12,808.74,165.05,0.81,3600,2.06,1,False,True,False,False,True,False,False,False,51-65,High,High,Excellent,Low Discount,Q1,"(-0.0139, 4.784]",2025,11,November,26,2,Wednesday,4,48,0,0,0,20418,Fall,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,71,Male,Bachelor,127539,4452.17,2025-05-01 15:09:28.486395,Books,3.6,46.0,25.92,4478.09,2048.0,2430.09,675.02,3.49,5041,1.8,1,False,True,False,True,False,False,False,False,65+,High,Very High,Good,High Discount,Q3,"(-0.0139, 4.784]",2025,5,May,1,3,Thursday,2,18,0,1,0,20209,Spring,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,65,Male,High School,38313,1444.17,2025-10-15 15:09:28.486398,Food,3.9,32.51,5.63,1449.8000000000002,469.5,980.3,251.36,3.77,4225,0.59,0,False,True,False,False,False,False,True,False,51-65,Lower-Middle,High,Good,Medium Discount,Q1,"(-0.0139, 4.784]",2025,10,October,15,2,Wednesday,4,42,0,0,0,20376,Fall,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,56,Female,Master,133175,1845.25,2025-04-28 15:09:28.486401,Food,4.9,4.52,46.7,1891.95,83.41,1808.54,369.09,1.39,3136,2.38,2,True,False,False,False,False,False,True,False,51-65,High,High,Excellent,No Discount,Q2,"(-0.0139, 4.784]",2025,4,April,28,0,Monday,2,18,0,0,0,20206,Spring,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,46,Female,High School,86549,299.88,2025-12-08 15:09:28.486404,Food,2.5,47.39,9.18,309.06,142.11,166.95,66.78,0.35,2116,1.88,0,True,False,False,False,False,False,True,False,36-50,Upper-Middle,Low,Fair,High Discount,Q1,"(-0.0139, 4.784]",2025,12,December,8,0,Monday,4,50,0,0,0,20430,Winter,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,59,Other,PhD,134914,566.45,2025-04-28 15:09:28.486407,Electronics,4.2,12.93,12.64,579.09,73.24,505.85,120.44,0.42,3481,2.29,3,False,False,True,False,False,True,False,False,51-65,High,Medium,Excellent,Low Discount,Q1,"(-0.0139, 4.784]",2025,4,April,28,0,Monday,2,18,0,0,0,20206,Spring,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,72,Male,Bachelor,43705,2584.15,2025-06-27 15:09:28.486410,Clothing,2.7,16.86,20.33,2604.48,435.69,2168.79,803.26,5.91,5184,0.61,1,False,True,False,False,True,False,False,False,65+,Lower-Middle,Very High,Fair,Low Discount,Q3,"(4.784, 9.558]",2025,6,June,27,4,Friday,2,26,0,0,0,20266,Summer,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,43,Male,High School,87364,1345.29,2025-12-24 15:09:28.486412,Books,4.5,20.11,19.16,1364.45,270.54,1093.91,243.09,1.54,1849,2.03,0,False,True,False,True,False,False,False,False,36-50,Upper-Middle,High,Excellent,Low Discount,Q2,"(-0.0139, 4.784]",2025,12,December,24,2,Wednesday,4,52,0,0,0,20446,Winter,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,52,Other,High School,93445,4179.05,2025-02-23 15:09:28.486415,Books,1.7,2.56,39.73,4218.78,106.98,4111.8,2418.71,4.47,2704,1.8,0,False,False,True,True,False,False,False,False,51-65,Upper-Middle,Very High,Poor,No Discount,Q4,"(-0.0139, 4.784]",2025,2,February,23,6,Sunday,1,8,1,0,0,20142,Winter,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,67,Male,Master,123892,83.32,2025-10-31 15:09:28.486418,Home,4.8,24.83,22.82,106.13999999999999,20.69,85.45,17.8,0.07,4489,1.85,2,False,True,False,False,False,False,False,True,65+,High,Very Low,Excellent,Low Discount,Q1,"(-0.0139, 4.784]",2025,10,October,31,4,Friday,4,44,0,0,1,20392,Fall,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,42,Male,Master,98645,1901.68,2025-08-10 15:09:28.486422,Food,1.9,6.17,8.54,1910.22,117.33,1792.89,943.63,1.93,1764,2.35,2,False,True,False,False,False,False,True,False,36-50,Upper-Middle,High,Poor,No Discount,Q2,"(-0.0139, 4.784]",2025,8,August,10,6,Sunday,3,32,1,0,0,20310,Summer,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,41,Female,Bachelor,22023,1693.35,2025-11-17 15:09:28.486425,Food,2.3,20.05,13.36,1706.7099999999998,339.52,1367.19,594.43,7.69,1681,0.54,1,True,False,False,False,False,False,True,False,36-50,Low,High,Fair,Low Discount,Q2,"(4.784, 9.558]",2025,11,November,17,0,Monday,4,47,0,0,0,20409,Fall,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,30,Other,High School,139654,106.44,2025-03-05 15:09:28.486428,Food,4.0,17.54,25.46,131.9,18.67,113.23,28.31,0.08,900,4.66,0,False,False,True,False,False,False,True,False,26-35,High,Low,Good,Low Discount,Q1,"(-0.0139, 4.784]",2025,3,March,5,2,Wednesday,1,10,0,0,0,20152,Spring,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,77,Other,High School,79796,630.6,2025-12-24 15:09:28.486431,Books,2.6,38.64,7.37,637.97,243.66,394.31,151.66,0.79,5929,1.04,0,False,False,True,True,False,False,False,False,65+,Upper-Middle,Medium,Fair,Medium Discount,Q1,"(-0.0139, 4.784]",2025,12,December,24,2,Wednesday,4,52,0,0,0,20446,Winter,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,75,Other,Master,100073,2074.08,2025-12-20 15:09:28.486434,Home,3.4,40.16,30.58,2104.66,832.95,1271.71,374.03,2.07,5625,1.33,2,False,False,True,False,False,False,False,True,65+,High,Very High,Good,High Discount,Q2,"(-0.0139, 4.784]",2025,12,December,20,5,Saturday,4,51,1,0,0,20442,Winter,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,24,Other,High School,112197,2469.39,2025-10-03 15:09:28.486437,Electronics,2.8,7.67,28.29,2497.68,189.4,2308.28,824.39,2.2,576,4.67,0,False,False,True,False,False,True,False,False,18-25,High,Very High,Fair,No Discount,Q3,"(-0.0139, 4.784]",2025,10,October,3,4,Friday,4,40,0,0,0,20364,Fall,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,74,Female,High School,338117,9727.231944671666,2026-01-10 15:09:28.486439,Clothing,4.0,18.33,35.74,9762.971944671666,1783.0,7979.97,1994.99,2.88,5476,4.57,0,True,False,False,False,True,False,False,False,65+,High,Very High,Good,Low Discount,Q4,"(-0.0139, 4.784]",2026,1,January,10,5,Saturday,1,2,1,0,0,20463,Winter,38,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1
529,53,Female,High School,124195,2659.38,2026-01-21 15:09:28.486442,Electronics,1.9,18.67,46.89,2706.27,496.51,2209.76,1163.03,2.14,2809,2.34,0,True,False,False,False,False,True,False,False,51-65,High,Very High,Poor,Low Discount,Q3,"(-0.0139, 4.784]",2026,1,January,21,2,Wednesday,1,4,0,0,0,20474,Winter,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,62,Male,Master,81627,2979.71,2025-12-31 15:09:28.486445,Books,1.2,7.57,45.61,3025.32,225.56,2799.76,2333.13,3.65,3844,1.32,2,False,True,False,True,False,False,False,False,51-65,Upper-Middle,Very High,Poor,No Discount,Q3,"(-0.0139, 4.784]",2025,12,December,31,2,Wednesday,4,1,0,0,1,20453,Winter,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,37,Male,Bachelor,53848,59.52,2025-10-16 15:09:28.486448,Food,2.2,39.92,47.3,106.82,23.76,83.06,37.75,0.11,1369,1.46,1,False,True,False,False,False,False,True,False,36-50,Middle,Very Low,Fair,Medium Discount,Q1,"(-0.0139, 4.784]",2025,10,October,16,3,Thursday,4,42,0,0,0,20377,Fall,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,18,Male,PhD,57804,2325.83,2026-02-05 15:09:28.486451,Clothing,2.9,35.36,12.24,2338.0699999999997,822.41,1515.66,522.64,4.02,324,3.21,3,False,True,False,False,True,False,False,False,18-25,Middle,Very High,Fair,Medium Discount,Q2,"(-0.0139, 4.784]",2026,2,February,5,3,Thursday,1,6,0,0,0,20489,Winter,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,25,Male,Bachelor,35379,4817.86,2026-01-13 15:09:28.486454,Books,1.7,9.52,6.58,4824.44,458.66,4365.78,2568.11,13.62,625,1.42,1,False,True,False,True,False,False,False,False,18-25,Lower-Middle,Very High,Poor,No Discount,Q4,"(9.558, 14.332]",2026,1,January,13,1,Tuesday,1,3,0,0,0,20466,Winter,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
534,63,Female,PhD,79664,2599.97,2025-11-09 15:09:28.486457,Books,2.4,18.34,15.11,2615.08,476.83,2138.25,890.94,3.26,3969,1.26,3,True,False,False,True,False,False,False,False,51-65,Upper-Middle,Very High,Fair,Low Discount,Q3,"(-0.0139, 4.784]",2025,11,November,9,6,Sunday,4,45,1,0,0,20401,Fall,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,33,Other,High School,47766,3390.94,2025-05-12 15:09:28.486459,Books,2.6,5.29,44.75,3435.69,179.38,3256.31,1252.43,7.1,1089,1.45,0,False,False,True,True,False,False,False,False,26-35,Lower-Middle,Very High,Fair,No Discount,Q4,"(4.784, 9.558]",2025,5,May,12,0,Monday,2,20,0,0,0,20220,Spring,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,31,Female,Bachelor,129126,1566.2,2025-11-24 15:09:28.486462,Clothing,1.2,31.41,48.6,1614.8,491.94,1122.86,935.72,1.21,961,4.17,1,True,False,False,False,True,False,False,False,26-35,High,High,Poor,Medium Discount,Q2,"(-0.0139, 4.784]",2025,11,November,24,0,Monday,4,48,0,0,0,20416,Fall,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,29,Male,PhD,279876,8596.403342917634,2026-02-14 15:09:28.486465,Clothing,3.3,6.07,42.97,8639.373342917634,521.8,8117.57,2459.87,3.07,841,9.65,3,False,True,False,False,True,False,False,False,26-35,High,Very High,Good,No Discount,Q4,"(-0.0139, 4.784]",2026,2,February,14,5,Saturday,1,7,1,0,0,20498,Winter,3,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,5,1
538,68,Female,Master,56060,3866.88,2025-07-10 15:09:28.486468,Home,4.5,49.3,5.5,3872.38,1906.37,1966.01,436.89,6.9,4624,0.82,2,True,False,False,False,False,False,False,True,65+,Middle,Very High,Excellent,High Discount,Q3,"(4.784, 9.558]",2025,7,July,10,3,Thursday,3,28,0,0,0,20279,Summer,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,40,Other,Master,114733,2611.27,2025-03-17 15:09:28.486471,Home,1.6,39.03,47.37,2658.64,1019.18,1639.46,1024.66,2.28,1600,2.87,2,False,False,True,False,False,False,False,True,36-50,High,Very High,Poor,Medium Discount,Q2,"(-0.0139, 4.784]",2025,3,March,17,0,Monday,1,12,0,0,0,20164,Spring,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,32,Other,Bachelor,89122,4880.31,2025-09-05 15:09:28.486474,Electronics,3.4,19.51,21.17,4901.4800000000005,952.15,3949.33,1161.57,5.48,1024,2.79,1,False,False,True,False,False,True,False,False,26-35,Upper-Middle,Very High,Good,Low Discount,Q4,"(4.784, 9.558]",2025,9,September,5,4,Friday,3,36,0,0,0,20336,Fall,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,45,Female,Bachelor,36087,636.5,2025-03-11 15:09:28.486477,Clothing,3.7,28.93,0.47,636.97,184.14,452.83,122.39,1.76,2025,0.8,1,True,False,False,False,True,False,False,False,36-50,Lower-Middle,Medium,Good,Medium Discount,Q1,"(-0.0139, 4.784]",2025,3,March,11,1,Tuesday,1,11,0,0,0,20158,Spring,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
